,beds,bed_type,bed_score,rating,price,latitude,longtitude,name,host_id
960,1.0,Real Bed,1.0,90.0,35.00,53.45705,-2.2259700000000002,Sama's Apartment; Stylish  Room(2),195601535
961,1.0,Real Bed,1.0,80.0,45.00,53.456109999999995,-2.22578,Sama's Apartment; En-suite  Family Room (6),195601535
962,1.0,Real Bed,1.0,92.0,35.00,53.455769999999994,-2.2247,Sama's Apartment: Stylish  Room (1),195601535
963,1.0,Real Bed,1.0,97.0,35.00,53.45671,-2.22483,Sama's Apartment: Stylish  Room (4),195601535
964,1.0,Real Bed,1.0,88.0,35.00,53.45609,-2.22635,Sama's Apartment; Stylish Room (3 ),195601535
965,1.0,Real Bed,1.0,95.0,25.00,53.435,-2.18275,Spacious Double Room in Manchester,205777308
966,1.0,Real Bed,1.0,96.0,16.00,53.51019,-2.20288,Private room in a cosy house,241276581
967,1.0,Real Bed,1.0,98.0,30.00,53.44185,-2.01935,Pretty terrace cottage  with splendid countryside,128113749
968,1.0,Real Bed,1.0,80.0,24.00,53.53699,-2.08114,"Room in clean house - Lees, Oldham",241096725
969,1.0,Real Bed,1.0,98.0,25.00,53.41485,-2.28851,"Ideal for Airport, Wythenshaw hospital, city centr",241627086
970,1.0,Real Bed,1.0,100.0,27.00,53.55228,-2.0889,"2 Alad. Only 5 mins from City Centre, free parking",243628493
971,1.0,Real Bed,1.0,93.0,40.00,53.55398,-2.08843,"Alad House, 5 mins from city centre",243628493
972,1.0,Real Bed,1.0,100.0,40.00,53.41104,-2.32499,The Loft in Sale for  working professional people,100371105
973,1.0,Real Bed,1.0,94.0,20.00,53.4528,-2.2384,Standard Double Room in Machester City Centre,241900970
974,1.0,Real Bed,1.0,90.0,60.00,53.4438,-2.30994,Renovated double room with bathroom,29383193
975,1.0,Real Bed,1.0,99.0,25.00,53.405159999999995,-2.26277,Maria’s House,210869931
976,1.0,Real Bed,1.0,93.0,30.00,53.38244,-2.25726,Double room within 10 mins to Manchester Airport,244891447
977,1.0,Real Bed,1.0,100.0,77.00,53.489369999999994,-2.25143,* Stylish double room+ Private WC *,230120714
978,1.0,Real Bed,1.0,94.0,65.00,53.479319999999994,-2.22297,RoomwithPrivate Bathroom in duplex home-CITYCENTRE,150253261
979,1.0,Real Bed,1.0,99.0,33.00,53.3743,-2.10587,Dbl *Sanitised Daily* Airport 15 mins. Cosy&Warm,89737732
980,1.0,Real Bed,1.0,95.0,32.00,53.365869999999994,-2.1501200000000003,Double room with TV in lovely Bramhall home,191626584
981,1.0,Real Bed,1.0,93.0,45.00,53.46949,-2.25783,Double Bedroom Secure Apartments 5min to Deansgate,245844171
982,1.0,Real Bed,1.0,99.0,35.00,53.48039,-2.2201299999999997,Private cozy double room in the city centre,63774585
983,1.0,Real Bed,1.0,100.0,45.00,53.481069999999995,-2.2227900000000003,"Private Room in Canal-side Townhouse, nr NQ ",32286230
984,1.0,Real Bed,1.0,97.0,15.00,53.51614,-2.21007,Clean and Simple,246578306
985,1.0,Real Bed,1.0,93.0,25.00,53.45149,-2.20328,Private Luxury Room with Ensuite.,246621461
986,1.0,Real Bed,1.0,99.0,39.00,53.442640000000004,-2.26798,En-suite King Size in Chorlton (R) Private parking,246774501
987,1.0,Real Bed,1.0,87.0,22.00,53.42306,-2.25258,"Great King Room in a private house , W Didsbury",156476233
988,1.0,Real Bed,1.0,98.0,39.00,53.44291,-2.26874,En-suite King Size in Chorlton (F) Private Parking,246774501
989,1.0,Real Bed,1.0,94.0,18.00,53.485240000000005,-2.29839,Large Room Ideally located for Media City,98343721
990,1.0,Real Bed,1.0,97.0,18.00,53.484919999999995,-2.29677,Comfy room close to Media City,98343721
991,1.0,Real Bed,1.0,97.0,45.00,53.46095,-2.27789,Amazing Bedroom for professionals,247663887
992,1.0,Real Bed,1.0,94.0,18.00,53.4847,-2.29826,Comfy Single Room - Media City / Salford Royal,98343721
993,1.0,Real Bed,1.0,100.0,20.00,53.4841,-2.06947,Cosy room,247981555
994,1.0,Real Bed,1.0,96.0,18.00,53.48359,-2.29693,Spacious double room - nr Media City,98343721
995,1.0,Real Bed,1.0,99.0,35.00,53.47916,-2.23849,"City Centre, Private Double Bedroom with en-suite",112572148
996,1.0,Real Bed,1.0,99.0,28.00,53.48502,-2.25295,"Near to city centre, bright and airy room and more",78799153
997,1.0,Real Bed,1.0,100.0,35.00,53.47582,-2.28912,Single bedroom in stylish apartment /free Parking,248370271
998,1.0,Real Bed,1.0,99.0,28.00,53.44194,-2.26888,Cosy King Size in Chorlton (R) Private Parking,246774501
999,1.0,Real Bed,1.0,93.0,15.00,53.55842,-2.18178,Faz House,248485342
1000,1.0,Real Bed,1.0,80.0,27.00,53.4525,-2.22535,Big Cosy private single room in top floor,225080642
1001,1.0,Real Bed,1.0,99.0,30.00,53.56204,-2.21116,Clean Double bed with Private Bathroom,49915759
1002,1.0,Real Bed,1.0,98.0,28.00,53.44268,-2.26795,Cosy King Size in Chorlton (F) Private Parking,246774501
1003,1.0,Real Bed,1.0,100.0,20.00,53.44305,-2.20377,Double Room ** Perfect for PLABS**,127947909
1004,1.0,Real Bed,1.0,100.0,50.00,53.506609999999995,-2.5140000000000002,Cosy and Comfy,28230061
1005,1.0,Real Bed,1.0,99.0,25.00,53.45024,-2.2743599999999997,"Perfect location for MUFC, LCCC, media city, City",138491608
1006,1.0,Real Bed,1.0,100.0,42.00,53.383480000000006,-2.3451,Central location Altrincham near Manchester,249381865
1007,1.0,Real Bed,1.0,92.0,15.00,53.438390000000005,-2.1974299999999998,Garden View double room,68726162
1008,1.0,Real Bed,1.0,92.0,48.00,53.3845,-2.22503,Double room,238470371
1009,1.0,Real Bed,1.0,98.0,40.00,53.48603000000001,-2.23509,Manchester city center. Northern Quarter room,151801687
1010,1.0,Real Bed,1.0,99.0,29.00,53.65136,-2.31751,Modern appartment,238742829
1011,1.0,Real Bed,1.0,100.0,27.00,53.41423,-2.22209,"Lovely double room in Didsbury, South Manchester",250867274
1012,1.0,Real Bed,1.0,100.0,22.00,53.452459999999995,-2.23319,Clean & Cosy Room in Manchester with Breakfast,124112081
1013,1.0,Real Bed,1.0,98.0,35.00,53.454190000000004,-2.29399,Luxury bedroom nr MUFC Old Trafford cricket & tram,45022859
1014,1.0,Real Bed,1.0,100.0,85.00,53.387730000000005,-2.14031,Stockport - Woodsmoor,207260680
1015,1.0,Real Bed,1.0,99.0,28.00,53.40756,-2.2271900000000002,Friendly Family home in Didsbury Manchester,55751749
1016,1.0,Real Bed,1.0,100.0,109.00,53.48915,-2.25014,* Private Double room in a City Centre Townhouse *,230120714
1017,1.0,Real Bed,1.0,95.0,22.00,53.45711,-2.2318700000000002,A comfortable room in heart of city gw,50602671
1018,1.0,Real Bed,1.0,90.0,22.00,53.4048,-2.14603,Small Double bedroom stockport,17099356
1019,1.0,Real Bed,1.0,100.0,50.00,53.386919999999996,-2.1287,Enjoy a comfortable & peaceful stay in our home.,252587893
1020,1.0,Real Bed,1.0,100.0,40.00,53.52085,-2.22391,Close to city centre. Easy access to bus and tram,85171646
1021,1.0,Real Bed,1.0,93.0,35.00,53.49646,-2.26248,Comfy bedroom & private bathroom near town center,252756149
1022,1.0,Real Bed,1.0,94.0,39.00,53.50043,-2.2605299999999997,"Double en-suite room, close to city centre",47882766
1023,1.0,Real Bed,1.0,80.0,35.00,53.48282,-2.1743900000000003,Bella Casa - Wandsworth Avenue,181987995
1024,1.0,Real Bed,1.0,99.0,50.00,53.45139,-2.2664299999999997,Beautiful double  attic bedroom with en-suite,15366590
1025,1.0,Real Bed,1.0,100.0,36.00,53.48543000000001,-2.22229,Room in a modern penthouse in Ancoats + 2 fun dogs,252844658
1026,1.0,Real Bed,1.0,100.0,80.00,53.52655,-2.7088799999999997,Summer House double Studio Bedroom Gr Manchester,130014030
1027,1.0,Real Bed,1.0,80.0,18.00,53.440490000000004,-2.20712,Cosy Comfortable Quite House,226227244
1028,1.0,Real Bed,1.0,100.0,100.00,53.46988,-2.29405,Hampton’s Style Luxurious Apartment by the Quays.,194699118
1029,1.0,Real Bed,1.0,93.0,23.00,53.4552,-2.26416,"Cozy, warm and welcoming!!  (Room 2)",244886403
1030,1.0,Real Bed,1.0,97.0,60.00,53.579080000000005,-2.43054,"Private bathroom, near Bolton School & Ironman",186980888
1031,1.0,Real Bed,1.0,80.0,30.00,53.45796,-2.22492,"5)Oxford Rd,5min to University,Close toCity Centre",217786660
1032,1.0,Real Bed,1.0,100.0,30.00,53.45754,-2.22726,"6). Oxford Rd,5min to University,Close City Centre",217786660
1033,1.0,Real Bed,1.0,80.0,40.00,53.45819,-2.2251,"7)Oxford Rd,5min to University,Close to CityCentre",217786660
1034,1.0,Real Bed,1.0,100.0,45.00,53.50414,-2.2644599999999997,Room  10 mins away in bus  from MCR City centre,184641033
1035,1.0,Real Bed,1.0,92.0,30.00,53.48518000000001,-2.25337,"Flat in very Central City, near Arena & Deansgate",8064405
1036,1.0,Real Bed,1.0,96.0,22.00,53.44302,-2.2019900000000003,"Double bedroom, 5 minute train from city centre",30038842
1037,1.0,Real Bed,1.0,93.0,30.00,53.50578,-2.1617,Cosy home 15 minutes from Manchester City Centre,95914566
1038,1.0,Real Bed,1.0,98.0,37.00,53.36685,-2.25955,"Close to Airport comfy, modern & cosy double bed",70102560
1039,1.0,Real Bed,1.0,95.0,22.00,53.457080000000005,-2.2332799999999997,Double or single room available in a clean homely home ideal for couple or lone traveller 2miles from Manchester City centre.,50602671
1040,1.0,Real Bed,1.0,93.0,200.00,53.47537,-2.23749,One Bedroom Open Plan Apartment Whitworth Locke,222195796
1041,1.0,Real Bed,1.0,93.0,20.00,53.45661,-2.23224,Comfortable room in Manchester Rusholme gw,50602671
1042,1.0,Real Bed,1.0,91.0,30.00,53.45776,-2.18935,Double Rooms- comfortable and calm,197356177
1043,1.0,Real Bed,1.0,100.0,25.00,53.441269999999996,-2.2001,"Spacious double room, 5 min from MCR city centre",30038842
1044,1.0,Real Bed,1.0,97.0,50.00,53.42006,-2.21565,En-Suite Didsbury Room opposite Burnage Tr Station,132743562
1045,1.0,Real Bed,1.0,100.0,30.00,53.51879,-2.23065,"Double room in a stylish, modern victorian house.",250484192
1046,1.0,Real Bed,1.0,100.0,25.00,53.404669999999996,-2.14478,Single room stockport,17099356
1047,1.0,Real Bed,1.0,96.0,50.00,53.48288,-2.2352,Beautiful En-suite Bedroom in Loft Apartment,80721552
1048,1.0,Real Bed,1.0,80.0,115.00,53.48823,-2.33366,⭐️Salford Royal /Media City/MUFC/Eccles⭐️,26721812
1049,1.0,Real Bed,1.0,99.0,27.00,53.46594,-2.2610799999999998,City Doorstep Retreat,258153209
1050,1.0,Real Bed,1.0,100.0,23.00,53.44575,-2.26838,St Werburgh's House,21974603
1051,1.0,Real Bed,1.0,94.0,25.00,53.55845,-2.18705,Double room in quiet place,80077129
1052,1.0,Real Bed,1.0,98.0,60.00,53.46805,-2.2040900000000003,"Luxury double room Etihad stadium, Manchester City",212211597
1053,1.0,Real Bed,1.0,100.0,40.00,53.50229,-2.1913400000000003,2nd Spacious Bedroom near Manchester,252602808
1054,1.0,Real Bed,1.0,98.0,40.00,53.47759,-2.28988,Double bedroom in a stylish Apartment free parking,248370271
1055,1.0,Real Bed,1.0,92.0,35.00,53.49171,-2.22324,Room 5 only - double bed for 2 guests,134737859
1056,1.0,Real Bed,1.0,99.0,28.00,53.37245,-2.10623,Sng *Sanitised Daily* Airport 15 mins. Cosy & Warm,89737732
1057,1.0,Real Bed,1.0,93.0,14.00,53.497969999999995,-2.17502,Lovely environment to stay. Happy to meet you.,180997931
1058,1.0,Real Bed,1.0,95.0,21.00,53.435,-2.23008,Cosy single room in comfortable home.,15820813
1059,1.0,Real Bed,1.0,99.0,28.00,53.4769,-2.1484,"Comfortable Double Room near City Center, Etihad",4598689
1060,1.0,Real Bed,1.0,96.0,35.00,53.485490000000006,-2.25164,Comfy and Quiet Double Room with Private Bathroom,178199773
1061,1.0,Real Bed,1.0,100.0,34.00,53.45231999999999,-2.22686,"Friendly, spacious stay just outside city centre",140129804
1062,1.0,Real Bed,1.0,100.0,45.00,53.5094,-2.20832,Frank's Place,260173426
1063,1.0,Real Bed,1.0,100.0,48.00,53.45949,-2.24823,"1分鐘步行圖書館及健身中心,3分鐘步行24小時超市､KFC､麥當勞;10-15分鐘步行曼大& MMU",229381646
1064,1.0,Real Bed,1.0,100.0,33.00,53.55209,-2.13191,⭐️⭐️Incitynow Chadderton Oldham⭐️⭐️,164142089
1065,1.0,Real Bed,1.0,96.0,20.00,53.508559999999996,-2.1955400000000003,"Spacious double room, 3 miles from Piccadilly.",76908965
1066,1.0,Real Bed,1.0,99.0,30.00,53.4186,-2.28911,"Padjo's ensuite/kitchenette,Netflix,all sport&film",256607768
1067,1.0,Real Bed,1.0,96.0,50.00,53.522580000000005,-2.20385,Luxury double bedroom in Blackley ⭐⭐⭐⭐,105446637
1068,1.0,Real Bed,1.0,87.0,16.00,53.453219999999995,-2.22528,"comfortable, clean single room in great location",28847943
1069,1.0,Real Bed,1.0,98.0,28.00,53.53536999999999,-2.70729,Comfortable double room in Orrell wigan .,125236278
1070,1.0,Real Bed,1.0,93.0,45.00,53.484519999999996,-2.23524,"Double bed, en-suite, views, central location,",179727146
1071,1.0,Real Bed,1.0,93.0,18.00,53.45425,-2.22664,"comfortable, clean, large room in great location",28847943
1072,1.0,Real Bed,1.0,100.0,15.00,53.52561,-2.38542,Private and Spacious Single (Website hidden by Airbnb) Cul-De-Sac.,260980712
1073,1.0,Real Bed,1.0,80.0,37.00,53.48939,-2.2831,"Standard Room with Shared Bathroom in Salford, Manchester",256649592
1074,1.0,Real Bed,1.0,87.0,30.00,53.507659999999994,-2.23422,Single room in Manchester,259727996
1075,1.0,Real Bed,1.0,94.0,40.00,53.42069,-2.2495,"Private room, West Didsbury, local to town centre",81879984
1076,1.0,Real Bed,1.0,100.0,17.00,53.43815,-2.27278,Cosy terrace,15703205
1077,1.0,Real Bed,1.0,100.0,24.00,53.4547,-2.10657,Cosy double bedroom in Denton,142193666
1078,1.0,Real Bed,1.0,100.0,30.00,53.597640000000006,-2.56316,Comfy Space,233319338
1079,1.0,Real Bed,1.0,100.0,59.00,53.47139,-2.24875,Cosy Apartment by Deansgate St. - 5 min walk,206647205
1080,1.0,Real Bed,1.0,100.0,24.00,53.596000000000004,-2.56414,"Cosy home, superb location.",233319338
1081,1.0,Real Bed,1.0,100.0,25.00,53.4045,-2.1678900000000003,"Double rm, shared house 5 min Stockport station",129204684
1082,1.0,Real Bed,1.0,97.0,30.00,53.49964,-2.28373,Double bedroom in a new build property,20860733
1083,1.0,Real Bed,1.0,100.0,49.00,53.475319999999996,-2.26208,Double Bedroom in Modern Flat in Castlefield,4676747
1084,1.0,Real Bed,1.0,85.0,25.00,53.60576999999999,-2.44493,Nice master room at Bolton,191711323
1085,1.0,Real Bed,1.0,91.0,50.00,53.47611,-2.2377700000000003,Heart of city centre,263061055
1086,1.0,Real Bed,1.0,100.0,23.00,53.38355,-2.2883299999999998,Double comfy bed in cozy house,222891872
1087,1.0,Real Bed,1.0,89.0,105.00,53.48956,-2.2502299999999997,Elegant Private Room In Award Wining Townhouse,256038182
1088,1.0,Real Bed,1.0,100.0,22.00,53.517030000000005,-2.3357200000000002,Modern Double room close to MCR/Trafford Centre,17113188
1089,1.0,Real Bed,1.0,99.0,50.00,53.47473000000001,-2.2027900000000002,Private room in cosy spacious apartment Manchester,192342894
1090,1.0,Real Bed,1.0,97.0,40.00,53.397369999999995,-2.27108,Wythenshawe double room convenient for airport,194708501
1091,1.0,Real Bed,1.0,93.0,33.00,53.44194,-2.2021,Beautiful House Share Near PLAB Academy M19 2BP,189880054
1092,1.0,Real Bed,1.0,100.0,20.00,53.462959999999995,-2.17368,Single room for 1 in Gorton Manchester,29690874
1093,1.0,Real Bed,1.0,80.0,25.00,53.52113000000001,-2.25354,nice room  close to Heaton Park,52025288
1094,1.0,Real Bed,1.0,93.0,28.00,53.48614,-2.17489,Clean room in modern clean house,215067371
1095,1.0,Real Bed,1.0,97.0,30.00,53.49091,-2.20825,"LOVELL HOMES AREA , ETHIHAD STADIUM ,ROOM",59418458
1096,1.0,Real Bed,1.0,100.0,40.00,53.52635,-2.23842,WEEKEND HEATON PARK- HOUSE SHARE,264774735
1097,1.0,Real Bed,1.0,100.0,40.00,53.54505,-2.4338599999999997,double bedroom in a quiet cul de sac,266607045
1098,1.0,Real Bed,1.0,92.0,25.00,53.45227,-2.22725,Cosy double room in good location,266607788
1099,1.0,Real Bed,1.0,93.0,40.00,53.506569999999996,-2.33371,Delightful Double Bedroom with En-suite,217483593
1100,1.0,Real Bed,1.0,100.0,32.00,53.4827,-2.2086200000000002,Cottage style room near City Centre & Etihad St.,85029235
1101,1.0,Real Bed,1.0,96.0,29.00,53.39284,-2.31524,A beautiful house full of charm and luxury,12150697
1102,1.0,Real Bed,1.0,98.0,27.00,53.45157,-2.22974,Cosy Bedroom With TV Neflix Near The University,252921494
1103,1.0,Real Bed,1.0,83.0,15.00,53.56703,-2.42234,"Private room, near Bolton St, Uni, Town, shops,etc",261080842
1104,1.0,Real Bed,1.0,95.0,50.00,53.38293,-2.35913,Stunning accommodation in a  desirable location,244274703
1105,1.0,Real Bed,1.0,100.0,43.00,53.472519999999996,-2.242,Double Room King Bed Balcony City Centre Central,20259353
1106,1.0,Real Bed,1.0,96.0,25.00,53.46663,-2.1905900000000003,85 Upper double,46539947
1107,1.0,Real Bed,1.0,99.0,31.00,53.48803,-2.23239,Double bedroom in modern NQ flat,120773391
1108,1.0,Real Bed,1.0,96.0,40.00,53.36374,-2.14863,Room in spacious bungalow 10 mins from airport,198910928
1109,1.0,Real Bed,1.0,90.0,18.00,53.489259999999994,-2.17992,- Lovely Room next to Etihad Stadium and NCC,90040306
1110,1.0,Real Bed,1.0,100.0,28.00,53.45551,-2.2296400000000003,"RUBY! Near MRI, Universities & Manchester Centre",223482578
1111,1.0,Real Bed,1.0,97.0,30.00,53.51866999999999,-2.23363,"Private, lovely bedroom, fantastic transport links",269232554
1112,1.0,Real Bed,1.0,86.0,33.00,53.46856999999999,-2.24988,manchester hulme homestay NO. 2,263860107
1113,1.0,Real Bed,1.0,90.0,33.00,53.469390000000004,-2.24769,Manchester hulme homestay NO. 1,263860107
1114,1.0,Real Bed,1.0,86.0,25.00,53.46901999999999,-2.2491,manchester hulme homestay NO. 3,263860107
1115,1.0,Real Bed,1.0,80.0,35.00,53.457609999999995,-2.2314,"8)Comfy,5min University,Close to City Centre,shops",217786660
1116,1.0,Real Bed,1.0,100.0,25.00,53.4522,-2.2448900000000003,Beautiful Double Room - Close To City,248028642
1117,1.0,Real Bed,1.0,100.0,35.00,53.44494,-2.34749,Double bedroom with WiFi and Netflix in Urmston,224857889
1118,1.0,Real Bed,1.0,92.0,23.00,53.56726,-2.42136,"Guest Room Near Bolton St, Hospt, Uni, Shops",261080842
1119,1.0,Real Bed,1.0,95.0,20.00,53.45301,-2.30539,Single room near Bridgewater canal MUFC,199172769
1120,1.0,Real Bed,1.0,100.0,25.00,53.45275,-2.24214,Cosy private double room,70399710
1121,1.0,Real Bed,1.0,97.0,47.00,53.48106,-2.23374,Historical Building Near Piccadilly Train Station,268473139
1122,1.0,Real Bed,1.0,94.0,25.00,53.46236,-2.24797,Double room in trendy flat close to city centre,40408675
1123,1.0,Real Bed,1.0,100.0,30.00,53.395880000000005,-2.35422,Spacious double room with en-suite shower.,215421163
1124,1.0,Real Bed,1.0,94.0,20.00,53.51489,-2.2100400000000002,Clean and Spacious,246578306
1125,1.0,Real Bed,1.0,98.0,19.00,53.44178,-2.26397,"Your Home from Home, Large Sunny Double, Chorlton",15307481
1126,1.0,Real Bed,1.0,100.0,80.00,53.39496,-2.35264,Nice  apartment near to tram stop in Alty,92138233
1127,1.0,Real Bed,1.0,97.0,20.00,53.544869999999996,-2.2833,Perfect room in Manchester near tram and motorway,72831684
1128,1.0,Real Bed,1.0,100.0,35.00,53.466280000000005,-2.2497599999999998,Sunny Modern Room in City Centre BEST LOCATION!!!,75709339
1129,1.0,Real Bed,1.0,93.0,50.00,53.484080000000006,-2.22781,Double Bed/ Ensuite/ Parking/ WiFi - Ancoats,58005078
1130,1.0,Real Bed,1.0,100.0,50.00,53.44274,-2.42772,Large house near Trafford Centre - Red room,28218268
1131,1.0,Real Bed,1.0,100.0,50.00,53.44221999999999,-2.42778,Large house near Trafford Centre- Yellow room,28218268
1132,1.0,Real Bed,1.0,90.0,27.00,53.4525,-2.22628,Big room with 2 beds,266607788
1133,1.0,Real Bed,1.0,96.0,28.00,53.462180000000004,-2.1680900000000003,Double Room - Gorton (East Manchester),1944552
1134,1.0,Real Bed,1.0,91.0,35.00,53.46914,-2.22927,City Corner,130163834
1135,1.0,Real Bed,1.0,97.0,16.00,53.58504,-2.42689,Newly decorated single room with smart tv/dvd,114497257
1136,1.0,Real Bed,1.0,100.0,20.00,53.450559999999996,-2.2343,Private Double Room in Cosy House,28512008
1137,1.0,Real Bed,1.0,94.0,35.00,53.47824,-2.22499,A comfortable Private room in manchester,222613529
1138,1.0,Real Bed,1.0,95.0,14.00,53.55891,-2.18578,Single room in quiet place,80077129
1139,1.0,Real Bed,1.0,95.0,30.00,53.534130000000005,-2.2904299999999997,"Quiet, modern, double room - central Prestwich",20248934
1140,1.0,Real Bed,1.0,97.0,23.00,53.59406,-2.4165400000000004,Cosy double room in private new build development,35991412
1141,1.0,Real Bed,1.0,87.0,32.00,53.46062,-2.23655,En-suit flat in the Manchester University area,78603316
1142,1.0,Real Bed,1.0,100.0,35.00,53.42476,-2.2308,Didsbury! Double Bedroom with private bathroom,11713597
1143,1.0,Real Bed,1.0,100.0,25.00,53.541059999999995,-2.30839,Marcos place,105243072
1144,1.0,Real Bed,1.0,90.0,19.00,53.45415,-2.23107,Moon.,270116518
1145,1.0,Real Bed,1.0,80.0,135.00,53.48126,-2.24315,Modern Student-Only Ensuite Rooms Manchester,272955999
1146,1.0,Real Bed,1.0,94.0,25.00,53.4619,-2.1770099999999997,1 BEDROOM#FRIENDLY#NEAR SWAMMY PLAB & CITY CENTRE,52564588
1147,1.0,Real Bed,1.0,98.0,25.00,53.41842,-2.23458,Private room Didsbury Village,33666759
1148,1.0,Real Bed,1.0,95.0,25.00,53.51031,-2.20933,Small double room in Victorian terraced house.,6252001
1149,1.0,Real Bed,1.0,95.0,20.00,53.51166,-2.21455,Cozy Big Size Private Bedroom &Free Parking & Wifi,111702869
1150,1.0,Real Bed,1.0,97.0,33.00,53.49097,-2.23869,City Centre - Ensuite room in a 2 modern bed flat,146168890
1151,1.0,Real Bed,1.0,100.0,30.00,53.3852,-2.35007,"Private, quiet and modern room with own bathroom",38283059
1152,1.0,Real Bed,1.0,96.0,30.00,53.48575,-2.2636700000000003,Fabulous Clean Room,189230418
1153,1.0,Real Bed,1.0,97.0,40.00,53.48522,-2.18119,1. Stylish Private Room near Etihad & City Centre,191441528
1154,1.0,Real Bed,1.0,100.0,30.00,53.45045,-2.24147,"Welcoming, sunny house, near to the city center",1254867
1155,1.0,Real Bed,1.0,100.0,35.00,53.372609999999995,-2.1834,"Double bedroom , private bathroom, great location",111288589
1156,1.0,Real Bed,1.0,93.0,40.00,53.47342,-2.29209,Modern apartment in the heart of Media City UK,140203958
1157,1.0,Real Bed,1.0,95.0,34.00,53.43376,-2.23145,"Quiet, safe & quirky room close to Uni and MRI",28205981
1158,1.0,Real Bed,1.0,99.0,42.00,53.4111,-2.25421,New Eco-friendly Riverside Room and private bath.,253167737
1159,1.0,Real Bed,1.0,93.0,65.00,53.48409,-2.23711,Double bedroom in Exceptional location!,277198325
1160,1.0,Real Bed,1.0,95.0,65.00,53.5396,-2.19303,"Modern Private Room, Close to Central Manchester",68798462
1161,1.0,Real Bed,1.0,95.0,17.00,53.45389,-2.2309900000000003,Sun,270116518
1162,1.0,Real Bed,1.0,100.0,35.00,53.48645,-2.26348,Fabulous clean room#2,189230418
1163,1.0,Real Bed,1.0,100.0,35.00,53.47425,-2.17122,Superb King size Room near Ethiad & City Centre,143281623
1164,1.0,Real Bed,1.0,100.0,39.00,53.48718,-2.23533,NEW! Modern room in stylish city centre apartment,77338850
1165,1.0,Real Bed,1.0,100.0,45.00,53.48235,-2.29803,Private room in house near Media City.,30121743
1166,1.0,Real Bed,1.0,100.0,25.00,53.491719999999994,-2.5277,Beautiful double bed room in quiet and nice area,13759989
1167,1.0,Real Bed,1.0,100.0,35.00,53.47201,-2.29846,Master en-suite in the heart of MediaCity,279179264
1168,1.0,Real Bed,1.0,90.0,41.00,53.481390000000005,-2.24321,"Double bedroom with ENSUIT, PRIVATE bathroom.",193703601
1169,1.0,Real Bed,1.0,98.0,13.00,53.46024,-2.1775,Classic Budget Room (15 mins from City Centre),52564588
1170,1.0,Real Bed,1.0,95.0,15.00,53.50931,-2.19512,"Single room, 3 miles from Piccadilly.",76908965
1171,1.0,Real Bed,1.0,100.0,35.00,53.48424,-2.17962,2. Stylish Private Room near Etihad & City Centre,191441528
1172,1.0,Real Bed,1.0,100.0,23.00,53.472930000000005,-2.26737,RELAX BY THE CANAL,133932741
1173,1.0,Real Bed,1.0,98.0,30.00,53.48469,-2.17993,3. Stylish Private Room near Etihad & City Centre,191441528
1174,1.0,Real Bed,1.0,87.0,39.00,53.4882,-2.23608,Double bed room city centre Room B,80218437
1175,1.0,Real Bed,1.0,90.0,10.00,53.44308,-2.42797,Large house near Trafford centre - Green room,28218268
1176,1.0,Real Bed,1.0,98.0,27.00,53.4538,-2.22994,"Onyx! Near MRI, Uni & Manchester City Centre",223482578
1177,1.0,Real Bed,1.0,100.0,30.00,53.49105,-2.62878,A warm welcome to our cosy home.,280927200
1178,1.0,Real Bed,1.0,100.0,25.00,53.483380000000004,-2.17557,Single Room 2 Near Etihad Stadium,280296799
1179,1.0,Real Bed,1.0,95.0,25.00,53.483219999999996,-2.17568,Single Room 3 near Etihad Stadium,280296799
1180,1.0,Real Bed,1.0,90.0,25.00,53.48336,-2.17563,Single Room 4 Near Etihad Stadium,280296799
1181,1.0,Real Bed,1.0,89.0,25.00,53.42653000000001,-2.24653,"West Didsbury, small double bed, shared bathroom.",18798362
1182,1.0,Real Bed,1.0,99.0,25.00,53.466480000000004,-2.1892099999999997,85 Back Double,46539947
1183,1.0,Real Bed,1.0,100.0,45.00,53.596030000000006,-2.4151599999999998,Cosy double room. Handy for Manchester and Bolton.,53155754
1184,1.0,Real Bed,1.0,100.0,27.00,53.49119,-2.37482,Room available for working professional,5915204
1185,1.0,Real Bed,1.0,100.0,30.00,53.42279,-2.2347799999999998,Double room in 1st-floor flat in heart of Didsbury,119431234
1186,1.0,Real Bed,1.0,100.0,31.00,53.422880000000006,-2.33305,Wonderful large room in a special Victorian home,53125153
1187,1.0,Real Bed,1.0,100.0,30.00,53.5056,-2.2804900000000004,Beautiful newly refurbished home.,162881934
1188,1.0,Real Bed,1.0,93.0,40.00,53.437940000000005,-2.27893,Double room in a friendly household,284204278
1189,1.0,Real Bed,1.0,96.0,25.00,53.48571,-2.17556,CLean Single room in Modern house,215067371
1190,1.0,Real Bed,1.0,100.0,32.00,53.399280000000005,-2.34775,Lovely double room in a cosy terraced house,82066005
1191,1.0,Real Bed,1.0,97.0,35.00,53.55304,-2.6268700000000003,Private Room Near Hospital Off Wigan Lane WN1 1XT,120517266
1192,1.0,Real Bed,1.0,100.0,35.00,53.55135,-2.62814,Private Room Near Hospital -- Off Wigan Lane WN1,120517266
1193,1.0,Real Bed,1.0,97.0,15.00,53.50422,-2.28174,Double room in beautiful home,162881934
1194,1.0,Real Bed,1.0,100.0,38.00,53.534009999999995,-2.28061,Private Bedroom & Bathroom - Central Prestwich,279963357
