,beds,bed_type,bed_score,rating,price,latitude,longtitude,name,host_id
485,1.0,Real Bed,1.0,99.0,25.00,53.427969999999995,-2.2368099999999997,Lovely bright en-suite bedroom with breakfast,118468600
486,1.0,Real Bed,1.0,100.0,18.00,53.554390000000005,-2.4113,Bedroom with double bed.,13089980
487,1.0,Real Bed,1.0,95.0,23.00,53.47478,-2.07176,Tidy Single Room,97655997
488,1.0,Real Bed,1.0,93.0,35.00,53.47611,-2.06871,Spacious King Sized Bedroom,97655997
489,1.0,Real Bed,1.0,83.0,35.00,53.483219999999996,-2.2553799999999997,Rm1 (for1) EgertonArms just 500m to Deansgate,91329147
490,1.0,Real Bed,1.0,98.0,25.00,53.42465,-2.31694,Glorious King-sized bedroom with private en-suite,8000266
491,1.0,Real Bed,1.0,98.0,30.00,53.37001,-2.25339,71 shadowmoss road- Double bed.,120256713
492,1.0,Real Bed,1.0,100.0,65.00,53.37175,-2.36879,Comfort Double Ensuite,11483160
493,1.0,Real Bed,1.0,99.0,25.00,53.41675,-2.07897,Number 21,31333545
494,1.0,Real Bed,1.0,100.0,39.00,53.48426,-2.2478599999999997,Central double bedroom with own bathroom,119264841
495,1.0,Real Bed,1.0,97.0,21.00,53.397,-2.17306,Cozy room. Easy 2 city centre / hospital / airport,56149131
496,1.0,Real Bed,1.0,98.0,23.00,53.450559999999996,-2.2343599999999997,Bright en suite double bedroom with secure parking,56800617
497,1.0,Real Bed,1.0,100.0,60.00,53.418130000000005,-2.29659,S. Manchester Room with Private Lounge + Bathroom,84751605
498,1.0,Real Bed,1.0,90.0,20.00,53.500690000000006,-2.17466,"Clean,comfy double room close to city/transport",71543020
499,1.0,Real Bed,1.0,95.0,20.00,53.500690000000006,-2.17466,"Clean, comfy single room close to city/transport",71543020
500,1.0,Real Bed,1.0,92.0,55.00,53.47269,-2.24212,MCR City Centre.Oxford Rd St.Private bed&bathroom,19128558
501,1.0,Real Bed,1.0,96.0,49.00,53.48775,-2.2328900000000003,Double room & bathroom in modern City Centre Apt,107947784
502,1.0,Real Bed,1.0,100.0,75.00,53.64742,-2.30388,Stylish double room with bathroom in Ramsbottom,148262376
503,1.0,Real Bed,1.0,85.0,26.00,53.453759999999996,-2.22549,"Small room, good location close 2 main road&center",75375192
504,1.0,Real Bed,1.0,100.0,25.00,53.41664,-2.29472,Cosy spacious double room with king size bed,132741884
505,1.0,Real Bed,1.0,92.0,44.00,53.4872,-2.24536,Private dbl room in quiet townhouse in city centre,148986257
506,1.0,Real Bed,1.0,93.0,17.00,53.5171,-2.23215,Comfy & quiet single bedroom/great transport links,149415805
507,1.0,Real Bed,1.0,99.0,35.00,53.48885,-2.2212099999999997,Comfy Room with desk & tv 5 mins to City Centre,149406296
508,1.0,Real Bed,1.0,100.0,35.00,53.42971,-2.1736299999999997,Comfy and cosy double room in Victorian terrace,16172814
509,1.0,Real Bed,1.0,83.0,20.00,53.436609999999995,-2.22477,Cosy Private single Bedroom with 24/7 Buses,149671637
510,1.0,Real Bed,1.0,100.0,27.00,53.451319999999996,-2.26538,Stylish double room in quiet house,149674107
511,1.0,Real Bed,1.0,94.0,19.00,53.467659999999995,-2.19207,Cute little boxroom in small terraced house.,19387499
512,1.0,Real Bed,1.0,99.0,60.00,53.46116,-2.29205,Bridget busy bee,149955964
513,1.0,Real Bed,1.0,99.0,30.00,53.41669,-2.23326,Delightful Double Room Didsbury,42507507
514,1.0,Real Bed,1.0,89.0,15.00,53.44505,-2.1907099999999997,Cosy single attic room in up & coming Levenshulme,28250415
515,1.0,Real Bed,1.0,98.0,27.00,53.42731,-2.2229400000000004,Private double room in suburb of Manchester,98674269
516,1.0,Real Bed,1.0,93.0,30.00,53.42436,-2.24543,The Belfry room 3,64503048
517,1.0,Real Bed,1.0,93.0,17.00,53.48933,-2.26457,Double Bedroom next to Manchester Center,20788384
518,1.0,Real Bed,1.0,95.0,35.00,53.48465,-2.23405,Double bed + bathroom in Manchester City Centre.,73558795
519,1.0,Real Bed,1.0,99.0,22.00,53.484880000000004,-2.30335,"Large Double Room Media City/Salford Royal,Salford",98343721
520,1.0,Real Bed,1.0,95.0,30.00,53.474990000000005,-2.28865,MediaCity Short-Term Dble Room & Private Bathroom,151526916
521,1.0,Real Bed,1.0,93.0,30.00,53.489380000000004,-2.23421,Apartament  City centre,31456146
522,1.0,Real Bed,1.0,98.0,25.00,53.5923,-2.2663599999999997,Bury house (private room with private bathroom),104287694
523,1.0,Real Bed,1.0,92.0,33.00,53.48455,-2.2353099999999997,Double bed + bathroom in Manchester City Centre,73558795
524,1.0,Real Bed,1.0,99.0,20.00,53.47955,-2.14648,Large Double Room in newly built Townhouse,106906726
525,1.0,Real Bed,1.0,91.0,40.00,53.46719,-2.24979,"Nice and Clean room ,easy walk to city centre",152563966
526,1.0,Real Bed,1.0,89.0,25.00,53.45459,-2.23104,Private Room near MMU university & MRI hospital.,78471777
527,1.0,Real Bed,1.0,88.0,39.00,53.48794,-2.23442,Double room & bathroom at flowery city centre apt,107947784
528,1.0,Real Bed,1.0,94.0,35.00,53.46935,-2.22733,Single Room in Manchester (Female guest only ),153140774
529,1.0,Real Bed,1.0,98.0,25.00,53.528380000000006,-2.2694400000000003,Private room next to Heaton Park,25421134
530,1.0,Real Bed,1.0,97.0,50.00,53.393519999999995,-2.24926,Double Room + Ensuite near Manchester Airport,27376788
531,1.0,Real Bed,1.0,85.0,60.00,53.48361,-2.23635,Stunning double bed room. 2 min Picadilly Gardens,153362805
532,1.0,Real Bed,1.0,88.0,34.00,53.487590000000004,-2.23319,Double room + bathroom in lovely city centre apt,107947784
533,1.0,Real Bed,1.0,100.0,45.00,53.53835,-2.42922,a quiet area.,153637390
534,1.0,Real Bed,1.0,97.0,35.00,53.47833000000001,-2.24154,"M1 City Centre, Clean and Private Double Bedroom",112572148
535,1.0,Real Bed,1.0,97.0,30.00,53.46419,-2.2672,Cosy 1 private room near Old Trafford - Deansgate,95549150
536,1.0,Real Bed,1.0,93.0,20.00,53.46024,-2.17398,Low Priced Single Bedroom Near City Centre,116884333
537,1.0,Real Bed,1.0,100.0,93.00,53.4733,-2.24284,Zzzsleeeeep - Modern Quiet Luxury inc Parking!,26596492
538,1.0,Real Bed,1.0,97.0,18.00,53.36844,-2.25331,Shadowmoss Road.Single bed.,120256713
539,1.0,Real Bed,1.0,98.0,20.00,53.451480000000004,-2.26135,"South Manchester, double bedroom in modern house",3598005
540,1.0,Real Bed,1.0,93.0,39.00,53.432030000000005,-2.1512700000000002,"Lovely room, private bathroom, breakfast",155240517
541,1.0,Real Bed,1.0,92.0,25.00,53.436519999999994,-2.22579,"furnished1 bedroom double bed,30min to the airport",155276318
542,1.0,Real Bed,1.0,100.0,55.00,53.47351,-2.28173,Double bedroom,35191584
543,1.0,Real Bed,1.0,100.0,25.00,53.42892,-2.18138,Little n lovely,156173310
544,1.0,Real Bed,1.0,100.0,25.00,53.50215,-2.22476,Single bedroom,129079788
545,1.0,Real Bed,1.0,98.0,18.00,53.43971,-2.19886,"Good sized room in a comfortable, friendly house.",68726162
546,1.0,Real Bed,1.0,100.0,24.00,53.446769999999994,-2.18313,Comfortable Double Room in Levenshulme,4528289
547,1.0,Real Bed,1.0,97.0,30.00,53.486230000000006,-2.25904,"Room in spacious, sunny flat - edge of city centre",5426103
548,1.0,Real Bed,1.0,99.0,50.00,53.4802,-2.28726,Luxury home near City centre & Salford quays,31227817
549,1.0,Real Bed,1.0,100.0,95.00,53.45421999999999,-2.2629599999999996,Fabulous double room in period home,7961074
550,1.0,Real Bed,1.0,99.0,22.00,53.42241,-2.3021700000000003,"Double room in stylish Terrace, 5 miles to Airport",51237193
551,1.0,Real Bed,1.0,90.0,34.00,53.452290000000005,-2.22369,Double room near Manchester Hospital♥️,88945639
552,1.0,Real Bed,1.0,100.0,35.00,53.439809999999994,-2.21406,One bedroom with a private bathroom,135984774
553,1.0,Real Bed,1.0,99.0,40.00,53.47309,-2.2427,Beautiful City Centre DBL room,43884720
554,1.0,Real Bed,1.0,99.0,30.00,53.475590000000004,-2.06662,Modern/Retro 70s style.8 miles from airport,70212601
555,1.0,Real Bed,1.0,90.0,52.00,53.472319999999996,-2.24251,"En-suite double bedroom: Cosy, safe and central!!",155010001
556,1.0,Real Bed,1.0,100.0,49.00,53.48563000000001,-2.1958,Modern Canal Side Apartment Ensuite Room,31104553
557,1.0,Real Bed,1.0,91.0,19.00,53.46065,-2.24847,Private & Comfortable Double Bedroom at Manchester,50172879
558,1.0,Real Bed,1.0,95.0,25.00,53.4773,-2.2322,Student accommodation in the city centre,147482205
559,1.0,Real Bed,1.0,100.0,20.00,53.39566,-2.22932,Double room Gatley 2 stops / Manchester airport,160508296
560,1.0,Real Bed,1.0,99.0,20.00,53.45114,-2.27593,Comfy sofa bed in a private lounge close to MUFC,160719027
561,1.0,Real Bed,1.0,99.0,24.00,53.56977,-2.29039,"Hampson Mill Lane, Bury, Lancs BL9 9UA",140521985
562,1.0,Real Bed,1.0,100.0,40.00,53.42658,-2.22799,Large Double Room near Christies,41485873
563,1.0,Real Bed,1.0,90.0,45.00,53.44079,-2.2765,Double room in trendy Chorlton,151208054
564,1.0,Real Bed,1.0,90.0,80.00,53.4763,-2.19951,"Spacious, Comfortable & Beautiful City Home",162353201
565,1.0,Real Bed,1.0,99.0,19.00,53.449569999999994,-2.17867,Lovely Double Bedroom in Manchester w/En-Suite,163356905
566,1.0,Real Bed,1.0,97.0,25.00,53.436569999999996,-2.2115,Single room close to Christie an Dr Swamy Academy,19919307
567,1.0,Real Bed,1.0,90.0,55.00,53.44268,-2.2764599999999997,Manchester Magnificent Suites★Prime Location★TOP★,151208054
568,1.0,Real Bed,1.0,80.0,194.00,53.50405,-2.23505,Cozy Room in Queens Guesthouse Manchester,10888912
569,1.0,Real Bed,1.0,95.0,18.00,53.48891,-2.26379,Cozy Double Bedroom next to Manchester Center,20788384
570,1.0,Real Bed,1.0,100.0,20.00,53.52418,-2.20096,Booth Hall Place,164699744
571,1.0,Real Bed,1.0,94.0,30.00,53.524840000000005,-2.20039,Booth Hall Place,164699744
572,1.0,Real Bed,1.0,90.0,19.00,53.441109999999995,-2.19067,Cosy home 20 mins from city centre (with cat!),35086477
573,1.0,Real Bed,1.0,98.0,20.00,53.542359999999995,-2.5139400000000003,Comfortable small double room. Westhoughton,4195595
574,1.0,Real Bed,1.0,100.0,28.00,53.45338,-2.34135,"Bright, double room in comfortable house.",26491358
575,1.0,Real Bed,1.0,90.0,34.00,53.48862,-2.21535,The Mill in Mancester,13356136
576,1.0,Real Bed,1.0,100.0,40.00,53.44169,-2.0097400000000003,Broadbottom Room With Spectacular Views,4780298
577,1.0,Real Bed,1.0,100.0,35.00,53.48016,-2.2185799999999998,En-suite room in New Islington,14150098
578,1.0,Real Bed,1.0,100.0,36.00,53.448409999999996,-2.26228,Quiet double room in leafy Whalley Range,26827573
579,1.0,Real Bed,1.0,98.0,25.00,53.480180000000004,-2.21867,Cosy room in New Islington,14150098
580,1.0,Real Bed,1.0,80.0,48.00,53.473980000000005,-2.26752,Comfy Double room for long and short term stay.,167453229
581,1.0,Real Bed,1.0,100.0,40.00,53.48474,-2.23754,Private guest room with ensuite in the heart of NQ,167702590
582,1.0,Real Bed,1.0,100.0,45.00,53.4816,-2.2330400000000004,Northern Quarter - Double Room in Beautiful Apt,20777696
583,1.0,Real Bed,1.0,93.0,24.00,53.44967,-2.22903,Spacious Double Bedroom close to city centre,125012110
584,1.0,Real Bed,1.0,93.0,15.00,53.43603,-2.22817,Spacious Double Bedroom Withington,104537118
585,1.0,Real Bed,1.0,100.0,30.00,53.44999,-2.22945,Spacious Double Bedroom Close to City Centre 1,125012110
586,1.0,Real Bed,1.0,97.0,40.00,53.4997,-2.24133,Double room walking distance to city centre,63080849
587,1.0,Real Bed,1.0,89.0,85.00,53.37274,-2.36974,King-Superior-Ensuite,11483160
588,1.0,Real Bed,1.0,95.0,35.00,53.50265,-2.18437,Private Double Room & Private Bathroom,168413418
589,1.0,Real Bed,1.0,80.0,18.00,53.43465,-2.22966,Private double room in a cosy house.,168705211
590,1.0,Real Bed,1.0,100.0,35.00,53.488080000000004,-2.29847,Extra Large Double Room in newly renovated house,55550159
591,1.0,Real Bed,1.0,96.0,25.00,53.487809999999996,-2.30249,"Large king near CC, media city & Salford royal",130399306
592,1.0,Real Bed,1.0,96.0,27.00,53.44804,-2.2625599999999997,Comfortable Whalley Range Guest House.,171096750
593,1.0,Real Bed,1.0,100.0,24.00,53.45247,-2.23165,Brand new deluxe double room,134147010
594,1.0,Real Bed,1.0,97.0,12.00,53.452690000000004,-2.2339900000000004,Single Bed in the Living Room ( only for man ),134147010
595,1.0,Real Bed,1.0,97.0,15.00,53.50275,-2.21875,Single private room near Manchester city centre,3977864
596,1.0,Real Bed,1.0,99.0,24.00,53.37044,-2.1177799999999998,Clean Modern Comfort. Stepping Hill & Stockport,31682032
597,1.0,Real Bed,1.0,98.0,17.00,53.56774,-2.2740099999999996,King bed character property,119065642
598,1.0,Real Bed,1.0,97.0,25.00,53.486090000000004,-2.19856,Modern Double Room Near MCR City Centre & Stadium,172663505
599,1.0,Real Bed,1.0,94.0,25.00,53.4836,-2.28861,Double Room in BrandNew house close to MediaCity,20940868
600,1.0,Real Bed,1.0,100.0,29.00,53.39963,-2.33637,Charming room in Timperley Altrincham room 2,94938202
601,1.0,Real Bed,1.0,94.0,25.00,53.44857,-2.233,Comfy room in Platt Fields neighbourhood.,43035931
602,1.0,Real Bed,1.0,100.0,45.00,53.47351,-2.2424,"M1 city centre, clean, private bed/bathroom",103563513
603,1.0,Real Bed,1.0,97.0,21.00,53.50275,-2.21875,Spacious double room near Manchester city centre,3977864
604,1.0,Real Bed,1.0,98.0,20.00,53.46276999999999,-2.2683299999999997,Ensuite Bed&Bathroom Next to the City & Sports!,25207657
605,1.0,Real Bed,1.0,100.0,20.00,53.523480000000006,-2.2159299999999997,Large Double Bedroom near City Centre,124414765
606,1.0,Real Bed,1.0,90.0,29.00,53.44715,-2.14463,Modern bungalow close to Manchester City Centre,174566641
607,1.0,Real Bed,1.0,92.0,26.00,53.4435,-2.1992700000000003,"Private room, Ideal 4 PLAB Drs",72170940
608,1.0,Real Bed,1.0,100.0,62.00,53.47198,-2.2421599999999997,Private Bedroom in City Centre Mill Apartment,29620578
609,1.0,Real Bed,1.0,94.0,25.00,53.38105,-2.32327,Cosy & Luxurious | Near Airport | Altrincham/Hale,16664190
610,1.0,Real Bed,1.0,100.0,30.00,53.42017,-2.24188,Authentic Didsbury apartment,149805288
611,1.0,Real Bed,1.0,100.0,30.00,53.54002,-2.1621200000000003,Good access to City and possible airport runs,170738586
612,1.0,Real Bed,1.0,100.0,22.00,53.3953,-2.22667,"Spacious room Gatley , 2 Stops/man airport",160508296
613,1.0,Real Bed,1.0,100.0,20.00,53.44911,-2.2709,"Cosy, light room in Whalley Range/ Chorlton",3111997
614,1.0,Real Bed,1.0,100.0,45.00,53.549380000000006,-2.00394,Village centre double fronted stone house,176715688
615,1.0,Real Bed,1.0,98.0,30.00,53.459430000000005,-2.26322,"Large cosy private double room, Old Trafford",42290188
616,1.0,Real Bed,1.0,99.0,30.00,53.43639,-2.20589,Contemporary bedroom in South Manchester,167865638
617,1.0,Real Bed,1.0,96.0,25.00,53.46001,-2.1726900000000002,"Bright, Cosy double room with breakfast",2987588
618,1.0,Real Bed,1.0,94.0,14.00,53.370419999999996,-2.27033,Quiet room-3 mins to Airport  *NO SINGLE MEN*,161152618
619,1.0,Real Bed,1.0,80.0,23.00,53.491009999999996,-2.06054,"Quiet, clean and spacious three bed semi.",78888143
620,1.0,Real Bed,1.0,95.0,39.00,53.482969999999995,-2.23446,"S-Double Bed, Private bathroom, central location.",179727146
621,1.0,Real Bed,1.0,87.0,45.00,53.465680000000006,-2.2532400000000004,Spacious King + Balcony in S.Central Manchester,180003779
622,1.0,Real Bed,1.0,96.0,25.00,53.430769999999995,-2.2441299999999997,Simple Single Room -W. Didsbury- Close to Airport,20878237
623,1.0,Real Bed,1.0,96.0,30.00,53.368680000000005,-2.25343,"71 Shadawmoss Road, double bed (loft)",120256713
624,1.0,Real Bed,1.0,89.0,35.00,53.43963000000001,-2.27992,Double Room on Beech Road with ensuite,56441539
625,1.0,Real Bed,1.0,86.0,31.00,53.466530000000006,-2.2537700000000003,Comfy S.Central Double Room within Reach of Centre,180003779
626,1.0,Real Bed,1.0,93.0,25.00,53.499680000000005,-2.1772400000000003,Amazing room close to city centre,181143202
627,1.0,Real Bed,1.0,88.0,40.00,53.466930000000005,-2.2544,Cosy S.Central Double Room within Reach of Centre,180003779
628,1.0,Real Bed,1.0,98.0,40.00,53.4493,-2.25698,Cosy double private room with en suite,14759249
629,1.0,Real Bed,1.0,93.0,25.00,53.4899,-2.33359,Large double room.  Perfect location,14672930
630,1.0,Real Bed,1.0,100.0,25.00,53.436530000000005,-2.20444,Beautiful room in South Manchester close to PLAB,167865638
631,1.0,Real Bed,1.0,97.0,25.00,53.412240000000004,-2.21346,DOUBLE ROOM 2 mins walk from East Didsbury tram,86515514
632,1.0,Real Bed,1.0,100.0,30.00,53.447109999999995,-2.28091,Loft conversion in family house,179553292
633,1.0,Real Bed,1.0,100.0,49.00,53.48443,-2.2240599999999997,5★Private EnSuite⌂Modern townhouse⛶Walk everywhere,87787184
634,1.0,Real Bed,1.0,95.0,40.00,53.46565,-2.2542400000000002,Cosy private bedroom with secure car park,172641220
635,1.0,Real Bed,1.0,87.0,45.00,53.47331,-2.23165,Room near Manchester Picadilly station,177021973
636,1.0,Real Bed,1.0,100.0,38.00,53.48451,-2.22396,5★2SNGs or 1DB⌂Modern townhouse⛶Walk everywhere♫,87787184
637,1.0,Real Bed,1.0,95.0,25.00,53.50136,-2.22083,1 double bedroom - 8 min bus to city center,181328232
638,1.0,Real Bed,1.0,98.0,22.00,53.42099,-2.30091,Peaceful double room with breakfast,23510777
639,1.0,Real Bed,1.0,92.0,39.00,53.4725,-2.2316,double bed near Manchester Picadilly Station,177021973
640,1.0,Real Bed,1.0,93.0,42.00,53.45155,-2.22684,En-suite room near university of Manchester,69416014
641,1.0,Real Bed,1.0,97.0,40.00,53.38125,-2.34259,Hale Haven,20694270
642,1.0,Real Bed,1.0,98.0,35.00,53.45227,-2.26694,"Double En Suite Whalley Range, Manchester",15366590
643,1.0,Real Bed,1.0,95.0,78.00,53.46744,-2.23873,One Bed Apartment Walking Distance to MRI,20286285
644,1.0,Real Bed,1.0,96.0,39.00,53.48855,-2.25731,Walking distance from Manchester City Centre,177187671
645,1.0,Real Bed,1.0,97.0,17.00,53.3992,-2.16676,Comfiest bed and best night sleep in Stockport,13841498
646,1.0,Real Bed,1.0,100.0,50.00,53.490080000000006,-2.2500299999999998,Large Room In Unique 2 Story Townhouse Near Arena,9264507
647,1.0,Real Bed,1.0,83.0,22.00,53.46226,-2.27073,Private Double ensuite room with private kitchen!,186093331
648,1.0,Real Bed,1.0,100.0,49.00,53.45863000000001,-2.27156,Bright and spacious  loft in Old Trafford,2381586
649,1.0,Real Bed,1.0,100.0,50.00,53.455819999999996,-2.30099,Stretford private double bedroom,1894579
650,1.0,Real Bed,1.0,100.0,60.00,53.568059999999996,-2.33129,A spotless & stylish bedroom in a beautiful home,117032990
651,1.0,Real Bed,1.0,93.0,35.00,53.45863000000001,-2.2589900000000003,"Double Bedroom In a Spacious, Modern Apartment",30118663
652,1.0,Real Bed,1.0,100.0,40.00,53.4678,-2.22355,double room in Manchester town house,186916688
653,1.0,Real Bed,1.0,100.0,60.00,53.35918,-2.18967,Butterfly Cottage.Studio Annex,115351680
654,1.0,Real Bed,1.0,100.0,25.00,53.523540000000004,-2.4233599999999997,Fairhust Drive,81686564
655,1.0,Real Bed,1.0,88.0,20.00,53.44607,-2.17738,Double Room,187288405
656,1.0,Real Bed,1.0,98.0,28.00,53.380109999999995,-2.3247,Spacious Room With TV | Altrincham Hale / Airport,16664190
657,1.0,Real Bed,1.0,98.0,25.00,53.468830000000004,-2.25624,Large Room Near Centre 32” Smart TV-Ground Floor,92937337
658,1.0,Real Bed,1.0,97.0,30.00,53.47911,-2.2214099999999997,Double in Central with en-suite & private balcony,117459534
659,1.0,Real Bed,1.0,93.0,35.00,53.49166999999999,-2.10201,Private Room In Cosy Mid Terrace,143899287
660,1.0,Real Bed,1.0,87.0,18.00,53.54614,-2.67088,Single bed,73307970
661,1.0,Real Bed,1.0,97.0,25.00,53.458690000000004,-2.2638700000000003,"Large double in Old Trafford, near MUFC & cricket",1776048
662,1.0,Real Bed,1.0,90.0,30.00,53.599230000000006,-2.42945,Dble Rm En-Suit-Grey Stone Charming Vic House,182070924
663,1.0,Real Bed,1.0,99.0,40.00,53.51673,-2.41066,Beautiful large double bedroom with ensuite,70793903
664,1.0,Real Bed,1.0,90.0,30.00,53.46045,-2.23528,"曼彻斯特大学附近 公寓单间出租 (拎包入住,带独立卫生间,带车位)",78603316
665,1.0,Real Bed,1.0,89.0,21.00,53.451530000000005,-2.23088,Double Bedroom close to Uni/MMU/Infirmary/Center,105147226
666,1.0,Real Bed,1.0,100.0,30.00,53.42944,-2.26898,Spacious & clean double bed room in a vegan flat,8158609
667,1.0,Real Bed,1.0,89.0,25.00,53.47051,-2.2416400000000003,COSY ROOM VERY CLOSE TO TOWN,150153861
668,1.0,Real Bed,1.0,97.0,18.00,53.389619999999994,-2.16698,Private Room 20 min to Man airport &Stockport cent,8572516
669,1.0,Real Bed,1.0,92.0,35.00,53.44882,-2.32623,A double room in a family house in Stretford,8360582
670,1.0,Real Bed,1.0,99.0,35.00,53.43711,-2.21822,Victorian Townhouse - The Scandi Room (king/twin),120332581
671,1.0,Real Bed,1.0,93.0,19.00,53.451530000000005,-2.23088,Cozy Double Bedroom near Uni/MMU/Infirmary/Center,105147226
672,1.0,Real Bed,1.0,98.0,30.00,53.504180000000005,-2.25468,New Devonshire Double Bedroom Salford & Manchester,189981373
673,1.0,Real Bed,1.0,98.0,45.00,53.48197,-2.24408,Cosy Double Bedroom in City Centre,190634254
674,1.0,Real Bed,1.0,98.0,35.00,53.46677,-2.2147,Large Ensuite Bedr/m in a Penthouse Apt + Parking,22638617
675,1.0,Real Bed,1.0,98.0,23.00,53.47351,-2.2793200000000002,Perfect flat for a city break in Manchester,60357865
676,1.0,Real Bed,1.0,96.0,19.00,53.6005,-2.55165,Room 4 - Airbnb house in Horwich with double bed.,137249317
677,1.0,Real Bed,1.0,99.0,40.00,53.44951999999999,-2.28213,Double Room & Private Bathroom in Vibrant Chorlton,24296572
678,1.0,Real Bed,1.0,96.0,23.00,53.45839,-2.17096,"Bright, Cosy double room with breakfast",2987588
679,1.0,Real Bed,1.0,100.0,20.00,53.388169999999995,-2.13239,Single room in modern house,38409015
680,1.0,Real Bed,1.0,100.0,40.00,53.45831999999999,-2.26493,Double bedroom in Old Trafford,167388832
681,1.0,Real Bed,1.0,100.0,21.00,53.48489,-2.22568,Ancoats bright double room with private bathroom,48587375
682,1.0,Real Bed,1.0,95.0,45.00,53.448190000000004,-2.29415,City Park view,39019418
683,1.0,Real Bed,1.0,99.0,45.00,53.473290000000006,-2.26254,Spacious penthouse private room,107361987
684,1.0,Real Bed,1.0,99.0,23.00,53.42236,-2.21162,Spacious bedroom (great for city centre/airport),7070768
685,1.0,Real Bed,1.0,95.0,24.00,53.451119999999996,-2.25372,Cosy Central Double Room With Private Bathroom,193703601
686,1.0,Real Bed,1.0,96.0,30.00,53.45965,-2.2503,Comfy + Trendy Manchester house,40032622
687,1.0,Real Bed,1.0,100.0,200.00,53.536930000000005,-2.2707200000000003,Park Life Festival & Heaton Park Camp Site-Space 3,99175206
688,1.0,Real Bed,1.0,95.0,18.00,53.46291,-2.25089,Home from home,92026698
689,1.0,Real Bed,1.0,100.0,50.00,53.57414,-2.29317,Three on Fletcher Fold,188008718
690,1.0,Real Bed,1.0,100.0,200.00,53.536930000000005,-2.2707200000000003,Park Life Festival & Heaton Park Camp Site-Space 2,99175206
691,1.0,Real Bed,1.0,91.0,99.00,53.482890000000005,-2.2916,"Topaz, Near Media City & Manchester Centre 靠近媒体城",7764449
692,1.0,Real Bed,1.0,97.0,26.00,53.48328000000001,-2.34801,Cool & comfort,128905522
693,1.0,Real Bed,1.0,85.0,18.00,53.4585,-2.22715,whitworth house,153534797
694,1.0,Real Bed,1.0,87.0,26.00,53.45899,-2.12206,Sweet and cosy room near MANCHESTER CENTER,194788313
695,1.0,Real Bed,1.0,98.0,40.00,53.4801,-2.22317,Luxury Double & Private Bath in Central Manchester,89165110
696,1.0,Real Bed,1.0,99.0,42.00,53.489509999999996,-2.24078,City Centre double bedroom with own bathroom,72529062
697,1.0,Real Bed,1.0,98.0,25.00,53.478669999999994,-2.26753,double room in Salford m5,103795809
698,1.0,Real Bed,1.0,99.0,50.00,53.48633,-2.23381,Northern Angel - NOMA,33684797
699,1.0,Real Bed,1.0,93.0,23.00,53.50198,-2.24573,Chenille’s room,196122035
700,1.0,Real Bed,1.0,100.0,45.00,53.50281999999999,-2.1854299999999998,Quality Accommodation with excellent amenities,196231789
701,1.0,Real Bed,1.0,89.0,35.00,53.48008000000001,-2.2206099999999998,"Comfy double, Victorian building, close to city",137064197
702,1.0,Real Bed,1.0,98.0,35.00,53.48645,-2.2198,"Canal side town house  in Ancoats, close to NQ",4125516
703,1.0,Real Bed,1.0,100.0,33.00,53.44322,-2.20303,Beautiful House Share Near PLAB Academy M19 2BW,189880054
704,1.0,Real Bed,1.0,100.0,60.00,53.4939,-2.33847,Bedroom 1,196733495
705,1.0,Real Bed,1.0,93.0,20.00,53.45616999999999,-2.19275,"Double ensuite, with private kitchen",154091518
706,1.0,Real Bed,1.0,100.0,85.00,53.41441999999999,-2.23645,Beautiful Ensuite Bedroom in Didsbury Village,197123285
707,1.0,Real Bed,1.0,85.0,44.00,53.48425,-2.3122599999999998,"****Private King En-Suite bedroom, Manchester, Sa",26863661
708,1.0,Real Bed,1.0,100.0,25.00,53.42377,-2.26418,Bright spacious beautiful double room in Chorlton,23058975
709,1.0,Real Bed,1.0,96.0,19.00,53.60103,-2.55333,Room 1 - Airbnb house in Horwich with double bed.,137249317
710,1.0,Real Bed,1.0,95.0,20.00,53.506890000000006,-2.32147,"Private, downstairs double room in Swinton.",51101043
711,1.0,Real Bed,1.0,83.0,30.00,53.49873,-2.2742299999999998,Excel! Near Salford Uni & M'cr centre 靠近索尔福德大学,198755947
712,1.0,Real Bed,1.0,89.0,30.00,53.4977,-2.27414,Audacious! Near Salford Uni & Mcr centre 靠近索尔福德大学,198755947
713,1.0,Real Bed,1.0,100.0,32.00,53.42573,-2.32298,"Heart of Sale, Brand New Apartment",198760379
714,1.0,Real Bed,1.0,88.0,99.00,53.48526999999999,-2.24174,1 Bed Studio City Center Apartment - Sleeps 2,198694258
715,1.0,Real Bed,1.0,90.0,199.00,53.485490000000006,-2.24123,1 Bed City Center Apartment - Sleeps 2,198694258
716,1.0,Real Bed,1.0,85.0,199.00,53.483380000000004,-2.23998,1 Bed City Center Balcony Apartment - Sleeps 2,198694258
717,1.0,Real Bed,1.0,97.0,35.00,53.43787,-2.18499,Lovely Spacious Double Bedroom in Manchester,6368928
718,1.0,Real Bed,1.0,89.0,8.00,53.445609999999995,-2.18906,"Great community, excellent for vacation.",199255582
719,1.0,Real Bed,1.0,99.0,20.00,53.4926,-2.25927,Stylish Dbl 15 Minute Walk to Deansgate / City Ctr,1948933
720,1.0,Real Bed,1.0,100.0,154.00,53.45228,-2.30592,DY54-3 · Beautiful Double Room close to Old Trafford,10888912
721,1.0,Real Bed,1.0,80.0,220.00,53.48692,-2.2335599999999998,Skyline Central II Apartments,89331251
